,checking,month,credit_history,purpose,credit_amount,savings,employment_length,installment_rate,sex_marital_status,debtors,resident_length,property,age,installment_plan,housing,num_of_credit,job,liables,telephone,foreign_worker,target
749,3,15,2,8,3029,2,1,2,3,2,2,2,33,1,2,1,1,1,0,0,1
750,0,6,2,5,428,2,0,2,4,2,1,1,49,2,2,1,1,1,1,0,1
751,0,18,2,7,976,2,3,1,4,2,2,2,23,1,2,1,2,1,0,0,2
752,1,12,2,10,841,3,1,2,4,2,4,0,23,1,0,1,2,1,0,0,1
753,3,30,4,6,5771,2,1,4,4,2,2,2,25,1,2,2,1,1,0,0,1
754,3,12,3,4,1555,0,0,4,3,2,4,3,55,1,1,2,1,2,0,0,2
755,0,24,2,7,1285,1,1,4,4,2,4,3,32,1,0,1,1,1,0,0,2
756,2,6,4,7,1299,2,2,1,3,2,1,0,74,1,2,3,3,2,0,1,1
757,2,15,4,6,1271,1,2,3,3,2,4,3,39,1,1,2,1,1,1,0,2
758,3,24,2,7,1393,2,2,2,3,1,2,0,31,1,2,1,1,1,1,0,1
759,0,12,4,7,691,2,0,4,3,2,3,1,35,1,2,2,1,1,0,0,2
760,3,15,4,7,5045,1,0,1,4,2,4,2,59,1,2,1,1,1,1,0,1
761,0,18,4,5,2124,2,2,4,4,2,4,0,24,1,0,2,1,1,0,0,2
762,0,12,2,6,2214,2,2,4,3,2,3,1,24,1,2,1,2,1,0,0,1
763,3,21,4,7,12680,1,0,4,3,2,4,3,30,1,1,1,0,1,1,0,2
764,3,24,4,7,2463,3,1,4,1,2,3,1,27,1,2,2,1,1,1,0,1
765,1,12,2,6,1155,2,0,3,1,1,3,0,40,2,2,2,2,1,0,0,1
766,0,30,2,5,3108,2,3,2,2,2,4,1,31,1,2,1,2,1,0,0,2
767,3,10,2,8,2901,1,3,1,4,2,4,0,31,1,0,1,1,1,0,0,1
768,1,12,4,5,3617,2,0,1,3,2,4,2,28,1,0,3,1,1,1,0,1
769,3,12,4,6,1655,2,0,2,3,2,4,0,63,1,2,2,2,1,1,0,1
770,0,24,2,8,2812,1,0,2,4,2,4,0,26,1,0,1,1,1,0,0,1
771,0,36,4,1,8065,2,2,3,4,2,2,3,25,1,2,2,0,1,1,0,2
772,3,21,4,8,3275,2,0,1,3,2,4,2,36,1,2,1,0,1,1,0,1
773,3,24,4,6,2223,3,0,4,3,2,4,1,52,2,2,2,1,1,0,0,1
774,2,12,4,7,1480,4,4,2,3,2,4,3,66,2,1,3,3,1,0,0,1
775,0,24,2,7,1371,1,2,4,4,2,4,0,25,1,0,1,1,1,0,0,2
776,3,36,4,7,3535,2,1,4,3,2,4,2,37,1,2,2,1,1,1,0,1
777,0,18,2,6,3509,2,1,4,4,1,1,0,25,1,2,1,1,1,0,0,1
778,3,36,4,8,5711,0,0,4,3,2,2,2,38,1,2,2,0,1,1,0,1
779,1,18,2,4,3872,2,4,2,4,2,4,2,67,1,2,1,1,1,1,0,1
780,1,39,4,6,4933,2,1,2,3,1,2,0,25,1,2,2,1,1,0,0,2
781,3,24,4,7,1940,0,0,4,3,2,4,0,60,1,2,1,1,1,1,0,1
782,1,12,0,9,1410,2,2,2,3,2,2,0,31,1,2,1,2,1,1,0,1
783,1,12,2,7,836,3,3,4,4,2,2,1,23,2,2,1,2,1,0,0,2
784,1,20,2,8,6468,1,4,1,2,2,4,0,60,1,2,1,0,1,1,0,1
785,1,18,2,10,1941,0,2,4,3,2,2,1,35,1,2,1,2,1,1,0,1
786,3,22,2,6,2675,4,0,3,3,2,4,2,40,1,2,1,1,1,0,0,1
787,3,48,4,8,2751,1,0,4,3,2,3,2,38,1,2,2,1,2,1,0,1
788,1,48,3,1,6224,2,0,4,3,2,4,3,50,1,1,1,1,1,0,0,2
789,0,40,4,1,5998,2,2,4,3,2,3,3,27,2,2,1,1,1,1,0,2
790,1,21,2,10,1188,2,0,2,4,2,4,1,39,1,2,1,1,2,0,0,2
791,3,24,2,8,6313,1,0,3,3,2,4,2,41,1,2,1,0,2,1,0,1
792,3,6,4,5,1221,1,2,1,1,2,2,1,27,1,2,2,1,1,0,0,1
793,2,24,2,5,2892,2,0,3,2,2,4,3,51,1,1,1,1,1,0,0,1
794,3,24,2,5,3062,4,0,4,3,2,3,3,32,1,0,1,1,1,1,0,1
795,3,9,2,5,2301,3,3,2,4,2,4,1,22,1,0,1,1,1,0,0,1
796,0,18,2,8,7511,1,0,1,3,2,4,1,51,1,1,1,1,2,1,0,2
797,3,12,4,5,1258,2,3,2,4,2,4,1,22,1,0,2,2,1,0,0,1
798,3,24,3,7,717,1,0,4,1,2,4,2,54,1,2,2,1,1,1,0,1
799,1,9,2,7,1549,1,3,4,3,2,2,0,35,1,2,1,3,1,0,0,1
800,3,24,4,1,1597,2,0,4,3,2,4,3,54,1,1,2,1,2,0,0,1
801,1,18,4,6,1795,2,0,3,4,1,4,0,48,2,0,2,2,1,1,0,1
802,0,20,4,5,4272,2,0,1,4,2,4,1,24,1,2,2,1,1,0,0,1
803,3,12,4,6,976,1,0,4,3,2,4,2,35,1,2,2,1,1,0,0,1
804,1,12,2,7,7472,1,4,1,4,2,2,0,24,1,0,1,3,1,0,0,1
805,0,36,2,7,9271,2,1,2,3,2,1,2,24,1,2,1,1,1,1,0,2
806,1,6,2,6,590,2,3,3,1,2,3,0,26,1,2,1,2,1,0,1,1
807,3,12,4,6,930,1,0,4,3,2,4,0,65,1,2,4,1,1,0,0,1
808,1,42,1,8,9283,2,4,1,3,2,2,3,55,2,1,1,0,1,1,0,1
809,1,15,0,7,1778,2,3,2,4,2,1,0,26,1,0,2,3,1,0,0,2
810,1,8,2,10,907,2,3,3,1,2,2,0,26,1,2,1,1,1,1,0,1
811,1,6,2,6,484,2,1,3,1,1,3,0,28,2,2,1,2,1,0,0,1
812,0,36,4,8,9629,2,1,4,3,2,4,2,24,1,2,2,1,1,1,0,2
813,0,48,2,3,3051,2,2,3,3,2,4,2,54,1,2,1,1,1,0,0,2
814,0,48,2,7,3931,2,1,4,3,2,4,3,46,1,1,1,1,2,0,0,2
815,1,36,3,7,7432,2,2,2,4,2,2,1,54,1,0,1,1,1,0,0,1
816,3,6,2,3,1338,4,2,1,2,2,4,0,62,1,2,1,1,1,0,0,1
817,3,6,4,6,1554,2,1,1,4,2,2,2,24,1,0,2,1,1,1,0,1
818,0,36,2,0,15857,2,4,2,2,0,3,2,43,1,2,1,0,1,0,0,1
819,0,18,2,6,1345,2,2,4,1,2,3,0,26,2,2,1,1,1,0,0,2
820,3,12,2,7,1101,2,2,3,1,2,2,0,27,1,2,2,1,1,1,0,1
821,2,12,2,6,3016,2,2,3,1,2,1,2,24,1,2,1,1,1,0,0,1
822,0,36,2,5,2712,2,0,2,3,2,2,1,41,2,2,1,1,2,0,0,2
823,0,8,4,7,731,2,0,4,3,2,4,0,47,1,2,2,2,1,0,0,1
824,3,18,4,5,3780,2,3,3,2,2,2,2,35,1,2,2,0,1,1,0,1
825,0,21,4,7,1602,2,0,4,1,2,3,2,30,1,2,2,1,1,1,0,1
826,0,18,4,7,3966,2,0,1,4,2,4,0,33,2,0,3,1,1,1,0,2
827,3,18,0,10,4165,2,2,2,3,2,2,2,36,0,2,2,1,2,0,0,2
828,0,36,2,8,8335,1,0,3,3,2,4,3,47,1,1,1,1,1,0,0,2
829,1,48,3,10,6681,1,2,4,3,2,4,3,38,1,1,1,1,2,1,0,1
830,3,24,3,10,2375,4,2,4,3,2,2,2,44,1,2,2,1,2,1,0,1
831,0,18,2,7,1216,2,3,4,4,2,3,2,23,1,0,1,1,1,1,0,2
832,0,45,0,10,11816,2,0,2,3,2,4,2,29,1,0,2,1,1,0,0,2
833,1,24,2,6,5084,1,0,2,4,2,4,2,42,1,2,1,1,1,1,0,1
834,2,15,2,6,2327,2,3,2,4,2,3,0,25,1,2,1,2,1,0,0,2
835,0,12,0,7,1082,2,2,4,3,2,4,2,48,2,2,2,1,1,0,0,2
836,3,12,2,6,886,1,2,4,4,2,2,2,21,1,2,1,1,1,0,0,1
837,3,4,2,5,601,2,3,1,4,2,3,0,23,1,0,1,2,2,0,0,1
838,0,24,4,8,2957,2,0,4,3,2,4,1,63,1,2,2,1,1,1,0,1
839,3,24,4,6,2611,2,0,4,1,0,3,0,46,1,2,2,1,1,0,0,1
840,0,36,2,5,5179,2,1,4,3,2,2,1,29,1,2,1,1,1,0,0,2
841,3,21,3,8,2993,2,2,3,3,2,2,0,28,0,2,2,2,1,0,0,1
842,3,18,2,4,1943,2,3,4,4,2,4,0,23,1,2,1,1,1,0,0,2
843,3,24,1,10,1559,2,1,4,3,2,4,2,50,2,2,1,1,1,1,0,1
844,3,18,2,5,3422,2,0,4,3,2,4,1,47,2,2,3,1,2,1,0,1
845,1,21,2,5,3976,1,1,2,3,2,3,2,35,1,2,1,1,1,1,0,1
846,3,18,2,7,6761,1,2,2,3,2,4,2,68,1,0,2,1,1,0,0,2
847,3,24,2,7,1249,2,3,4,1,2,2,0,28,1,2,1,1,1,0,0,1
848,0,9,2,6,1364,2,1,3,3,2,4,0,59,1,2,1,1,1,0,0,1
849,0,12,2,6,709,2,0,4,3,2,4,0,57,0,2,1,2,1,0,0,2
850,0,20,4,7,2235,2,2,4,1,1,2,1,33,2,0,2,1,1,0,1,2
851,3,24,4,8,4042,1,1,3,3,2,4,1,43,1,2,2,1,1,1,0,1
852,3,15,4,6,1471,2,2,4,3,2,4,3,35,1,1,2,1,1,1,0,1
853,0,18,1,7,1442,2,1,4,3,2,4,3,32,1,1,2,2,2,0,0,2
854,3,36,3,7,10875,2,0,2,3,2,2,2,45,1,2,2,1,2,1,0,1
855,3,24,2,7,1474,3,3,4,1,2,3,0,33,1,2,1,1,1,1,0,1
856,3,10,2,9,894,1,1,4,4,2,3,1,40,1,2,1,1,1,1,0,1
857,3,15,4,5,3343,2,2,4,3,2,2,3,28,1,1,1,1,1,1,0,1
858,0,15,2,7,3959,2,2,3,4,2,2,1,29,1,2,1,1,1,1,0,2
859,3,9,2,7,3577,3,2,1,3,1,2,0,26,1,0,1,1,2,0,1,1
860,3,24,4,8,5804,0,2,4,3,2,2,0,27,1,2,2,1,1,0,0,1
861,3,18,3,10,2169,2,2,4,1,2,2,2,28,1,2,1,1,1,1,0,2
862,0,24,2,6,2439,2,3,4,4,2,4,0,35,1,2,1,1,1,1,0,2
863,3,27,4,5,4526,0,3,4,3,2,2,0,32,0,2,2,2,2,1,0,1
864,3,10,2,5,2210,2,2,2,3,2,2,0,25,2,0,1,2,1,0,0,2
865,3,15,2,5,2221,4,2,2,4,2,4,2,20,1,0,1,1,1,0,0,1
866,0,18,2,6,2389,2,3,4,4,2,1,2,27,0,2,1,1,1,0,0,1
867,3,12,4,5,3331,2,0,2,3,2,4,1,42,0,2,1,1,1,0,0,1
868,3,36,2,10,7409,1,0,3,3,2,2,1,37,1,2,2,1,1,0,0,1
869,0,12,2,5,652,2,0,4,4,2,4,1,24,1,0,1,1,1,0,0,1
870,3,36,3,5,7678,4,1,2,4,2,4,2,40,1,2,2,1,1,1,0,1
871,2,6,4,7,1343,2,0,1,3,2,4,0,46,1,2,2,1,2,0,1,1
872,0,24,4,10,1382,3,1,4,3,2,1,0,26,1,2,2,1,1,1,0,1
873,3,15,2,3,874,1,3,4,4,2,1,0,24,1,2,1,1,1,0,0,1
874,0,12,2,5,3590,2,2,2,3,0,2,1,29,1,2,1,2,2,0,0,1
875,1,11,4,7,1322,0,2,4,4,2,4,2,40,1,2,2,1,1,0,0,1
876,0,18,1,6,1940,2,3,3,3,0,4,3,36,2,1,1,0,1,1,0,1
877,3,36,2,6,3595,2,0,4,3,2,2,2,28,1,2,1,1,1,0,0,1
878,0,9,2,7,1422,2,3,3,3,2,2,3,27,1,1,1,0,1,1,0,2
879,3,30,4,6,6742,1,1,2,3,2,3,1,36,1,2,2,1,1,0,0,1
880,3,24,2,8,7814,2,1,3,3,2,3,2,38,1,2,1,0,1,1,0,1
881,3,24,2,8,9277,1,2,2,2,2,4,3,48,1,1,1,1,1,1,0,1
882,1,30,4,7,2181,1,0,4,3,2,4,0,36,1,2,2,1,1,0,0,1
883,3,18,4,6,1098,2,4,4,4,2,4,2,65,1,2,2,3,1,0,0,1
884,1,24,2,5,4057,2,1,3,2,2,3,2,43,1,2,1,1,1,1,0,2
885,0,12,2,1,795,2,3,4,4,2,4,1,53,1,2,1,1,1,0,0,2
886,1,24,4,10,2825,1,1,4,3,2,3,3,34,1,2,2,1,2,1,0,1
887,1,48,2,10,15672,2,2,2,3,2,2,2,23,1,2,1,1,1,1,0,2
888,3,36,4,7,6614,2,0,4,3,2,4,2,34,1,2,2,0,1,1,0,1
889,3,28,1,8,7824,1,3,3,3,1,4,0,40,2,0,2,1,2,1,0,1
890,0,27,4,10,2442,2,0,4,3,2,4,2,43,0,2,4,0,2,1,0,1
891,3,15,4,6,1829,2,0,4,3,2,4,2,46,1,2,2,1,1,1,0,1
892,0,12,4,7,2171,2,2,4,3,2,4,1,38,2,2,2,2,1,0,1,1
893,1,36,4,8,5800,2,2,3,3,2,4,2,34,1,2,2,1,1,1,0,1
894,3,18,4,6,1169,1,2,4,3,2,3,1,29,1,2,2,1,1,1,0,1
895,3,36,3,8,8947,1,1,3,3,2,2,2,31,0,2,1,0,2,1,0,1
896,0,21,2,6,2606,2,3,4,4,2,4,1,28,1,0,1,0,1,1,0,1
897,3,12,4,5,1592,0,1,3,4,2,2,1,35,1,2,1,1,1,0,1,1
898,3,15,2,5,2186,1,1,1,4,2,4,0,33,2,0,1,2,1,0,0,1
899,0,18,2,5,4153,2,2,2,3,0,3,2,42,1,2,1,1,1,0,0,2
900,0,16,4,7,2625,2,0,2,3,1,4,1,43,2,0,1,1,1,1,0,2
901,3,20,4,7,3485,1,3,2,2,2,4,0,44,1,2,2,1,1,1,0,1
902,3,36,4,8,10477,1,0,2,3,2,4,3,42,1,1,2,1,1,0,0,1
903,3,15,2,6,1386,1,2,4,1,2,2,0,40,1,0,1,1,1,1,0,1
904,3,24,2,6,1278,2,0,4,3,2,1,0,36,1,2,1,0,1,1,0,1
905,0,12,2,6,1107,2,2,2,3,2,2,0,20,1,0,1,0,2,1,0,1
906,0,21,2,7,3763,1,1,2,3,0,2,0,24,1,2,1,2,1,0,1,1
907,1,36,2,1,3711,1,2,2,1,2,2,2,27,1,2,1,1,1,0,0,1
908,3,15,3,8,3594,2,3,1,4,2,2,1,46,1,2,2,2,1,0,0,1
909,1,9,2,7,3195,1,2,1,4,2,2,0,33,1,2,1,2,1,0,0,1
910,3,36,3,6,4454,2,2,4,4,2,4,0,34,1,2,2,1,1,0,0,1
911,1,24,4,5,4736,2,3,2,4,2,4,2,25,2,2,1,2,1,0,0,2
912,1,30,2,6,2991,1,0,2,4,2,4,2,25,1,2,1,1,1,0,0,1
913,3,11,2,10,2142,0,0,1,2,2,2,0,28,1,2,1,1,1,1,0,1
914,0,24,1,10,3161,2,2,4,3,2,2,1,31,1,0,1,1,1,1,0,2
915,1,48,0,0,18424,2,2,1,4,2,2,1,32,2,2,1,0,1,1,1,2
916,3,10,2,8,2848,3,2,1,3,0,2,0,32,1,2,1,1,2,0,0,1
917,0,6,2,7,14896,2,0,1,3,2,4,3,68,2,2,1,0,1,1,0,2
918,0,24,2,5,2359,3,4,1,2,2,1,1,33,1,2,1,1,1,0,0,2
919,0,24,2,5,3345,2,0,4,3,2,2,1,39,1,0,1,0,1,1,0,2
920,3,18,4,5,1817,2,2,4,4,2,2,3,28,1,2,2,1,1,0,0,1
921,3,48,3,6,12749,4,1,4,3,2,1,2,37,1,2,1,0,1,1,0,1
922,0,9,2,6,1366,2,3,3,4,2,4,1,22,1,0,1,1,1,0,0,2
923,1,12,2,7,2002,2,1,3,3,2,4,1,30,1,0,1,1,2,1,0,1
924,0,24,1,5,6872,2,3,2,2,2,1,1,55,2,2,1,1,1,1,0,2
925,0,12,1,7,697,2,3,4,3,2,2,2,46,2,2,2,1,1,1,0,2
926,0,18,4,5,1049,2,3,4,4,2,4,1,21,1,0,1,1,1,0,0,1
927,0,48,2,8,10297,2,1,4,3,2,4,3,39,0,1,3,1,2,1,0,2
928,3,30,2,6,1867,1,0,4,3,2,4,2,58,1,2,1,1,1,1,0,1
929,0,12,3,7,1344,2,2,4,3,2,2,0,43,1,2,2,2,2,0,0,1
930,0,24,2,5,1747,2,3,4,3,0,1,1,24,1,2,1,2,1,0,1,1
931,1,9,2,6,1670,2,3,4,4,2,2,2,22,1,2,1,1,1,1,0,2
932,3,9,4,7,1224,2,2,3,3,2,1,0,30,1,2,2,1,1,0,0,1
933,3,12,4,6,522,4,0,4,3,2,4,1,42,1,2,2,1,2,1,0,1
934,0,12,2,6,1498,2,2,4,4,2,1,2,23,2,2,1,1,1,0,0,1
935,1,30,3,6,1919,3,3,4,3,2,3,3,30,0,2,2,0,1,0,0,2
936,2,9,2,6,745,2,2,3,4,2,2,0,28,1,2,1,2,1,0,0,2
937,1,6,2,6,2063,2,3,4,1,2,3,2,30,1,0,1,0,1,1,0,1
938,1,60,2,1,6288,2,2,4,3,2,4,3,42,1,1,1,1,1,0,0,2
939,3,24,4,8,6842,1,2,2,3,2,4,1,46,1,2,2,0,2,1,0,1
940,3,12,2,7,3527,1,3,2,3,2,3,1,45,1,2,1,0,2,1,0,1
941,3,10,2,7,1546,2,2,3,3,2,2,0,31,1,2,1,2,2,0,1,1
942,3,24,2,5,929,1,1,4,3,2,2,2,31,0,2,1,1,1,1,0,1
943,3,4,4,7,1455,2,1,2,3,2,1,0,42,1,2,3,2,2,0,0,1
944,0,15,2,5,1845,2,3,4,4,1,1,1,46,1,0,1,1,1,0,0,1
945,1,48,0,7,8358,4,3,1,4,2,1,2,30,1,2,2,1,1,0,0,1
946,0,24,1,5,3349,4,3,4,3,2,4,3,30,1,1,1,1,2,1,0,2
947,3,12,2,7,2859,1,4,4,3,2,4,3,38,1,2,1,0,1,1,0,1
948,3,18,2,5,1533,2,3,4,1,0,1,1,43,1,2,1,2,2,0,0,2
949,3,24,2,6,3621,3,0,2,3,2,4,2,31,1,2,2,1,1,0,0,2
950,1,18,4,10,3590,2,4,3,1,2,3,2,40,1,2,3,3,2,1,0,1
951,0,36,3,10,2145,2,1,2,3,2,1,2,24,1,2,2,1,1,1,0,2
952,1,24,2,8,4113,4,3,3,4,2,4,2,28,1,0,1,1,1,0,0,2
953,3,36,2,5,10974,2,4,4,4,2,2,2,26,1,2,2,0,1,1,0,2
954,0,12,2,7,1893,2,2,4,4,1,4,1,29,1,2,1,1,1,1,0,1
955,0,24,4,6,1231,0,0,4,4,2,4,1,57,1,0,2,0,1,1,0,1
956,2,30,4,6,3656,1,0,4,3,2,4,1,49,0,2,2,2,1,0,0,1
957,1,9,4,6,1154,2,0,2,3,2,4,0,37,1,2,3,2,1,0,0,1
958,0,28,2,7,4006,2,2,3,3,2,2,2,45,1,2,1,2,1,0,0,2
959,1,24,2,5,3069,3,0,4,3,2,4,3,30,1,1,1,1,1,0,0,1
960,3,6,4,6,1740,2,0,2,1,2,2,0,30,1,0,2,1,1,0,0,1
961,1,21,3,7,2353,2,2,1,2,2,4,1,47,1,2,2,1,1,0,0,1
962,3,15,2,7,3556,1,2,3,3,2,2,3,29,1,2,1,1,1,0,0,1
963,3,24,2,6,2397,4,0,3,3,2,2,2,35,2,2,2,1,1,1,0,2
964,1,6,2,4,454,2,3,3,1,2,1,1,22,1,2,1,2,1,0,0,1
965,1,30,2,6,1715,1,2,4,4,2,1,2,26,1,2,1,1,1,0,0,1
966,1,27,4,6,2520,4,2,4,3,2,2,1,23,1,2,2,2,1,0,0,2
967,3,15,2,6,3568,2,0,4,4,2,2,2,54,2,0,1,0,1,1,0,1
968,3,42,2,6,7166,1,1,2,1,2,4,1,29,1,0,1,1,1,1,0,1
969,0,11,4,7,3939,2,2,1,3,2,2,0,40,1,2,2,2,2,0,0,1
970,1,15,2,4,1514,3,2,4,3,1,2,0,22,1,2,1,1,1,0,0,1
971,3,24,2,7,7393,2,2,1,3,2,4,1,43,1,2,1,2,2,0,0,1
972,0,24,1,7,1193,2,4,1,4,0,4,3,29,1,0,2,3,1,0,0,2
973,0,60,2,10,7297,2,0,4,3,0,4,3,36,1,0,1,1,1,0,0,2
974,3,30,4,6,2831,2,2,4,4,2,2,2,33,1,2,1,1,1,1,0,1
975,2,24,2,6,1258,4,2,3,4,2,3,2,57,1,2,1,2,1,0,0,1
976,1,6,2,6,753,2,2,2,4,1,3,0,64,1,2,1,1,1,0,0,1
977,1,18,3,10,2427,1,0,4,3,2,2,1,42,1,2,2,1,1,0,0,1
978,3,24,3,7,2538,2,0,4,3,2,4,2,47,1,2,2,2,2,0,0,2
979,1,15,1,7,1264,3,2,2,1,2,2,1,25,1,0,1,1,1,0,0,2
980,1,30,4,5,8386,2,1,2,3,2,2,1,49,1,2,1,1,1,0,0,2
981,3,48,2,10,4844,2,4,3,3,2,2,2,33,2,0,1,0,1,1,0,2
982,2,21,2,7,2923,3,2,1,4,2,1,2,28,2,2,1,0,1,1,0,1
983,0,36,2,8,8229,2,2,2,3,2,2,1,26,1,2,1,1,2,0,0,2
984,3,24,4,5,2028,2,1,2,3,2,2,1,30,1,2,2,2,1,0,0,1
985,0,15,4,5,1433,2,2,4,4,2,3,1,25,1,0,2,1,1,0,0,1
986,2,42,0,10,6289,2,3,2,2,2,1,1,33,1,2,2,1,1,0,0,1
987,3,13,2,6,1409,3,4,2,4,2,4,0,64,1,2,1,1,1,0,0,1
988,0,24,2,8,6579,2,4,4,3,2,2,3,29,1,1,1,0,1,1,0,1
989,1,24,4,6,1743,2,0,4,3,2,2,1,48,1,2,2,2,1,0,0,1
990,3,12,4,1,3565,1,3,2,3,2,1,1,37,1,2,2,2,2,0,0,1
991,3,15,1,6,1569,3,0,4,3,2,4,2,34,2,2,1,2,2,0,0,1
992,0,18,2,6,1936,1,1,2,1,2,4,2,23,1,0,2,2,1,0,0,1
993,0,36,2,5,3959,2,4,4,3,2,3,1,30,1,2,1,0,1,1,0,1
994,3,12,2,7,2390,1,0,4,3,2,3,2,50,1,2,1,1,1,1,0,1
995,3,12,2,5,1736,2,1,3,4,2,4,0,31,1,2,1,2,1,0,0,1
996,0,30,2,8,3857,2,2,4,2,2,4,1,40,1,2,1,0,1,1,0,1
997,3,12,2,6,804,2,0,4,3,2,4,2,38,1,2,1,1,1,0,0,1
998,0,45,2,6,1845,2,2,4,3,2,4,3,23,1,1,1,1,1,1,0,2
999,1,45,4,8,4576,3,4,3,3,2,4,2,27,1,2,1,1,1,0,0,1
